sample_text,keep_text
"is a company focusing on research and development of molecular biology assays/kits to detect gene mutations and   microorganisms. It also produces molecular biology reagents, cloning products and control materials. The products and services provide efficient tools to molecular diagnostic laboratories and academic researchers to improve the performance of research and development.",1
University Technology Park at IIT,0
3340 Dearborn Street,0
Choose the news category,0
"2-82, 1-chome, Miyukicho, Sabae-shi, Fukui 916-0015 Japan",0
See all related news,0
Temperature compensating capacitor,0
"Room 3407, Yi He International Building A, No.10, Xiang Gang Zhong Road, Shi Nan District, Qing Dao, Shan Dong, 266071, China",0
"Simple to purchase, install, and operate",1
Maintenance and Support,0
It begins by asking the right questions.,1
Read more,0
News & Projects,0
About,0
Full site under construction. ,0
CONTACT,0
Visit us again soon!,1
Core Concepts,0
Chlamydia,0
 | ,0
News ,0
"Hugo Braun has been an active venture capital investor in the Midwest and California since 1987 and is a cofounder and director of North Coast Technology Investors. Mr. Braun evaluates hundreds of investment opportunities per year, has acted as lead investor in both equity and subordinated debt investments, and has served on the boards of directors of public and private companies.",1
Pertussis,0
"Joining NovaCentrix in 2000, Doug Jackson is the Vice President of Engineering. Doug is a co-inventor of many of the company‚Äôs technologies related to the PulseForge and to nanopowder synthesis, and has nine patents.",1
"Photonic Curing is the high-temperature thermal processing of a thin film using pulsed light from a flashlamp. When this transient processing is done on a low-temperature substrate such as plastic, paper or glass it is possible to attain a significantly higher temperature than the substrate can ordinarily withstand under an equilibrium heating source such as an oven.",1
"Joining NovaCentrix in 2000, Dr. Kurt Schroder is Chief Technology Officer. Kurt is the inventor of the photonic curing process which is incorporated within all PulseForge tools as well as numerous supporting technologies.",1
"Location: North Austin-Round Rock, Texas",0
Dr. Dave Pope,0
73,0
The seven themes for social value creation,1
Site Map,0
Turkey,0
$8.85 billion,0
Anti-Cancer Peptides,1
About Us,0
Bladder Cancer Diagnosis and Therapy,0
"International Patents for Newfield‚Äôs anti cancer peptides have recently been issued and apply to a broad range of solid tumors, exploiting the interaction between human lactoferricin derivatives and phosphatidylserine, expressed on the outside of cancerous cells. In order to advance from the preclinical stage to clinical studies is entertaining academic and corporate partnerships.  ",1
Contact Us,0
Now introducing,0
"Plugs (U.S.A.), Inc is committed to be the premier partner to our customers, while maintaining original equipment standards for the highest durability and operational performance",1
BUY,0
Domestic & Import Legacy,0
 / ,0
Brands we Serve,0
 ¬†¬†|¬†¬†,0
Brands we serve,0
Products,0
CONTACT,0
About Us,0
Message,0
About Us,0
Terms,0
Technology,0
1980 -,0
"¬•23,335 million (as of March 31, 2016)",0
Nov. 2000,0
"All shares of Ishino Gasket Manufacturing Co., Ltd. are acquired as a consolidated subsidiary.",1
Oct. 1964,0
Business Conduct Policy¬†¬†- ,0
About Borealis,0
Leadership,0
"About develops and manufactures and plastic resins that make everyday life safer, healthier and easier. Our employees work to ensure health, safety, security and environmental stewardship through our commitment to sustainability and Responsible Care¬Æ. Chemicals, headquartered in Calgary, Alberta, Canada, is wholly-owned ultimately by Mubadala Investment Company of the Emirate of Abu Dhabi, United Arab Emirates.",1
is helping to shape a world where products vital to our health and happiness are even better tomorrow than they are today. We are proud to support Project and take action to address the issue of marine plastic pollution.,1
Click on the links below to find out more about us!,1
Search:About ,0
Product development specialists working with Vertically Aligned NanoTube Arrays (VANTA) and nanotube powders,1
Privacy Policy,0
News,0
Related Links,0
"Posted on July 31, 2018 in: ",0
¬†(1),0
May 2011,0
March 2006,0
All Scout Nano Day,0
Affiliated Faculty,0
Professional Development,0
About,0
Nanotechnology Corporate Partners (NCP) Program,1
"Through technologically advanced innovative systems, is able to infuse billions of 4-to-6 nanometer sized diamonds into oils.  Nano diamond material at this size functions like ball bearings by transforming the sliding friction that normally occurs between metal surfaces into rolling friction, thereby substantially reducing friction, heat, wear and early oil failure.",1
Over 8 years of research and development have created the next generation of ‚ÄúInnovations for Lubricants‚Äù.  Our patented nano diamond technology completely revolutionizes lubricant performance.,1
"Even though diamonds are considered one of the hardest substances known to man, at nanometer size they actually polish and keep debris from attaching to the metal.  Each nano diamond is encapsulated in oil and while residing in the pores of the metal, they help seal out moisture and debris that would otherwise attack metal surfaces. Unlike Molybdenum, Graphite, or other additives being used today, nano diamonds will not break down or flatten out during use.  That is why using nano diamond products will help protect the metal surfaces of your engines, equipment and other machinery.",1
Why Nanoco?,0
14th October 2014,0
Our business,0
"Nanoco‚Äôs technology is free from toxic cadmium and heavy-metal, so it can be used for in-vivo diagnostics opening up new areas of clinical and surgical opportunities.",1
"appoints Keith Wiggins in the newly created role of Chief Operating Officer and will be responsible for the operational management of the Company including key customer relationships and a focus on building Nanoco's other strategic businesses in lighting, solar and bio-imaging",1
More,0
Spray science formulation prototyping,1
"David Pui, Ph.D",0
ANDA,0
ANDA,0
Play,0
(WHO),0
"Joined family firm in 1998 after completing from Clark University, Was instrumental in taking over the loss making consumer electronics/durables business of Daewoo Electronics and led its turnaround. Responsible for sale of Anchor Electricals to Matsushita Electric Industrial Co. Ltd (MEI) in 2007.",1
Infra-red light detection using quantum dots,0
Another research avenue our team is pursuing with this technology is improving the efficiency of solar panel by widening their sensitivity to light energy in the infra-red part of the spectrum.,1
"Nan?çmix also formed a collaboration in 2017 with World Technology East 2, RedPharm Biotechnology Ltd, and the associated entities in Hong Kong, China and the European Community. Our partnership focuses on the use and deployment of Nan?çmix products and technology throughout Asia for human applications and worldwide veterinary applications in farm animal, companion animal, and wildlife management and control.",1
"Ms. Lavagnino has over 25 years of experience in developing software and integrated hardware systems.  As Senior Director of Engineering at Cognex Corporation, Ms. Lavagnino was responsible for the successful launch of highly integrated manufacturing and inspection systems.  Prior to Cognex Ms Lavagnino held the position of Senior Software Engineer at Isys Controls.  The author of numerous patents, Sherrill graduated from Smith College.",1
"Nan?çmix‚Äôs first assay addresses the critical need for faster sepsis diagnosis, but we are developing a deep pipeline of other high value tests where the rapid availability of high-quality diagnostic information can improve patient outcomes.",1
